,,BTU5,,,CP1,,,BTU1,,,BTU2,,,BTU3,,,,,,,,,,,BTU4,,,,,,,,,,,P-HP4,,,,HEX-1,,,Hybrid Switch,,
Day,Hour,EWT,F1,T1,EWT,Flow,T2,EWT,Flow,T3,EWT,Flow,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,Ambient Temp,EWT,Flow,LWT,EWT,Flow,LWT,EWT,Flow,LWT
194,4651,82.14,1213.70,75.13,50.00,0.00,50.00,50.00,0.00,78.00,73.52,1213.70,73.84,73.84,776.77,0.00,5.46,0.00,0.00,3873784.71,17.97,4609160.23,12.82,86.65,73.84,436.93,0.00,5.46,0.00,0.00,594113.79,17.97,706896.71,3.49,77.33,79.00,50.00,0.00,50.00,50.00,0.00,50.00,73.84,436.93,73.84
194,4652,83.30,992.73,75.30,50.00,0.00,50.00,50.00,0.00,78.00,75.13,992.73,75.44,75.44,635.35,0.00,5.55,0.00,0.00,3215051.64,17.48,3842626.99,13.06,88.50,75.44,357.38,0.00,5.55,0.00,0.00,493085.36,17.48,589335.20,3.56,79.00,75.00,50.00,0.00,50.00,50.00,0.00,50.00,75.44,357.38,75.44
194,4653,85.08,758.16,73.61,50.00,0.00,50.00,50.00,0.00,78.00,75.30,758.16,75.60,75.60,485.22,0.00,5.56,0.00,0.00,2515744.35,17.43,3008194.06,13.39,88.99,75.60,272.94,0.00,5.56,0.00,0.00,385834.15,17.43,461360.07,3.65,79.25,73.00,50.00,0.00,50.00,50.00,0.00,50.00,75.60,272.94,75.60
194,4654,85.48,634.69,71.90,50.00,0.00,50.00,50.00,0.00,78.00,73.61,634.69,73.90,73.90,406.20,-3207.61,5.47,-2620.95,-0.01,2144454.51,17.95,2551991.71,13.57,87.46,73.90,228.49,-491.94,5.47,-401.97,-0.00,328890.24,17.95,391393.32,3.70,77.60,71.00,50.00,0.00,50.00,50.00,0.00,50.00,73.90,228.49,73.90
194,4655,83.91,570.00,69.77,50.00,0.00,50.00,50.00,0.00,78.00,71.90,570.00,72.18,72.18,364.80,0.00,5.37,0.00,0.00,696184.10,18.48,824707.89,4.88,77.07,72.18,205.20,0.00,5.37,0.00,0.00,106772.21,18.48,126483.63,1.33,73.51,69.00,50.00,0.00,50.00,50.00,0.00,50.00,72.18,205.20,72.18
194,4656,75.79,570.00,63.64,50.00,0.00,50.00,50.00,0.00,78.00,69.77,570.00,70.05,70.05,364.80,0.00,5.26,0.00,0.00,596645.27,19.14,703020.75,4.16,74.22,70.05,205.20,0.00,5.26,0.00,0.00,91506.17,19.14,107820.74,1.13,71.19,70.00,50.00,0.00,50.00,50.00,0.00,50.00,70.05,205.20,70.05
195,4657,73.13,570.00,61.89,50.00,0.00,50.00,50.00,0.00,78.00,63.64,570.00,63.93,63.93,364.80,0.00,4.92,0.00,0.00,524084.88,21.02,609144.24,3.61,67.53,63.93,205.20,0.00,4.92,0.00,0.00,80377.74,21.02,93423.10,0.98,64.91,67.00,50.00,0.00,50.00,50.00,0.00,50.00,63.93,205.20,63.93
195,4658,66.59,570.00,57.86,50.00,0.00,50.00,50.00,0.00,78.00,61.89,570.00,62.18,62.18,364.80,0.00,4.83,0.00,0.00,541473.80,21.56,627160.44,3.71,65.89,62.18,205.20,0.00,4.83,0.00,0.00,83044.64,21.56,96186.21,1.01,63.19,65.00,50.00,0.00,50.00,50.00,0.00,50.00,62.18,205.20,62.18
195,4659,64.92,570.00,56.85,50.00,0.00,50.00,50.00,0.00,78.00,57.86,570.00,58.14,58.14,364.80,0.00,4.60,0.00,0.00,525076.39,22.80,603648.16,3.57,61.72,58.14,205.20,0.00,4.60,0.00,0.00,80529.80,22.80,92580.18,0.97,59.12,64.00,50.00,0.00,50.00,50.00,0.00,50.00,58.14,205.20,58.14
195,4660,60.78,570.00,55.28,50.00,0.00,50.00,50.00,0.00,78.00,56.85,570.00,57.13,57.13,364.80,0.00,4.55,0.00,0.00,525372.53,23.11,602930.52,3.57,60.70,57.13,205.20,0.00,4.55,0.00,0.00,80575.22,23.11,92470.12,0.97,58.11,62.00,50.00,0.00,50.00,50.00,0.00,50.00,57.13,205.20,57.13
195,4661,59.77,570.00,54.89,50.00,0.00,50.00,50.00,0.00,78.00,55.28,570.00,55.56,55.56,364.80,0.00,4.46,0.00,0.00,543168.19,23.60,621711.72,3.68,59.24,55.56,205.20,0.00,4.46,0.00,0.00,83304.50,23.60,95350.55,1.00,56.57,61.00,50.00,0.00,50.00,50.00,0.00,50.00,55.56,205.20,55.56
195,4662,58.28,570.00,54.33,50.00,0.00,50.00,50.00,0.00,78.00,54.89,570.00,55.18,55.18,364.80,0.00,4.44,0.00,0.00,582530.57,23.71,666345.08,3.95,59.12,55.18,205.20,0.00,4.44,0.00,0.00,89341.43,23.71,102195.87,1.08,56.25,62.00,50.00,0.00,50.00,50.00,0.00,50.00,55.18,205.20,55.18
195,4663,58.09,570.00,54.25,50.00,0.00,50.00,50.00,0.00,78.00,54.33,570.00,54.61,54.61,364.80,0.00,4.41,0.00,0.00,1045190.99,23.89,1194478.63,7.07,61.69,54.61,205.20,0.00,4.41,0.00,0.00,160298.63,23.89,183194.55,1.93,56.54,66.00,50.00,0.00,50.00,50.00,0.00,50.00,54.61,205.20,54.61
195,4664,59.83,1407.24,57.91,50.00,0.00,50.00,50.00,0.00,78.00,54.25,1407.24,54.57,54.57,900.64,0.00,4.41,0.00,0.00,4450784.96,23.90,5086180.75,12.20,66.77,54.57,506.61,0.00,4.41,0.00,0.00,682607.04,23.90,780056.29,3.33,57.90,68.00,50.00,0.00,50.00,50.00,0.00,50.00,54.57,506.61,54.57
195,4665,63.58,1089.25,60.02,50.00,0.00,50.00,50.00,0.00,78.00,57.91,1089.25,58.22,58.22,697.12,-8188.74,4.61,-6411.76,-0.02,3494591.27,22.78,4018049.63,12.45,70.65,58.22,392.13,-1255.89,4.61,-983.36,-0.01,535957.73,22.78,616239.38,3.39,61.61,71.00,50.00,0.00,50.00,50.00,0.00,50.00,58.22,392.13,58.22
195,4666,67.39,937.56,62.15,50.00,0.00,50.00,50.00,0.00,78.00,60.02,937.56,60.33,60.33,600.04,0.00,4.72,0.00,0.00,3050561.40,22.13,3520890.17,12.67,73.00,60.33,337.52,0.00,4.72,0.00,0.00,467857.85,22.13,539991.14,3.46,63.78,72.00,50.00,0.00,50.00,50.00,0.00,50.00,60.33,337.52,60.33
195,4667,69.68,946.77,63.84,50.00,0.00,50.00,50.00,0.00,78.00,62.15,946.77,62.46,62.46,605.93,0.00,4.84,0.00,0.00,3078029.43,21.47,3567129.69,12.71,75.18,62.46,340.84,0.00,4.84,0.00,0.00,472070.57,21.47,547082.79,3.47,65.93,73.00,50.00,0.00,50.00,50.00,0.00,50.00,62.46,340.84,62.46
195,4668,71.85,991.21,65.61,50.00,0.00,50.00,50.00,0.00,78.00,63.84,991.21,64.15,64.15,634.37,0.00,4.93,0.00,0.00,3210501.06,20.95,3733275.00,12.71,76.86,64.15,356.83,0.00,4.93,0.00,0.00,492387.45,20.95,572564.13,3.47,67.61,74.00,50.00,0.00,50.00,50.00,0.00,50.00,64.15,356.83,64.15
195,4669,73.53,978.75,66.74,50.00,0.00,50.00,50.00,0.00,78.00,65.61,978.75,65.92,65.92,626.40,0.00,5.03,0.00,0.00,3173365.24,20.41,3703913.67,12.77,78.69,65.92,352.35,0.00,5.03,0.00,0.00,486692.01,20.41,568061.05,3.48,69.41,75.00,50.00,0.00,50.00,50.00,0.00,50.00,65.92,352.35,65.92
195,4670,75.35,994.77,68.17,50.00,0.00,50.00,50.00,0.00,78.00,66.74,994.77,67.05,67.05,636.65,0.00,5.09,0.00,0.00,3221133.83,20.06,3768997.89,12.79,79.84,67.05,358.12,0.00,5.09,0.00,0.00,494018.17,20.06,578042.87,3.49,70.54,74.00,50.00,0.00,50.00,50.00,0.00,50.00,67.05,358.12,67.05
195,4671,76.49,1025.72,69.34,50.00,0.00,50.00,50.00,0.00,78.00,68.17,1025.72,68.48,68.48,656.46,0.00,5.17,0.00,0.00,3313380.86,19.62,3889550.87,12.80,81.28,68.48,369.26,0.00,5.17,0.00,0.00,508165.89,19.62,596531.81,3.49,71.97,77.00,50.00,0.00,50.00,50.00,0.00,50.00,68.48,369.26,68.48
195,4672,77.93,1047.83,70.73,50.00,0.00,50.00,50.00,0.00,78.00,69.34,1047.83,69.65,69.65,670.61,0.00,5.23,0.00,0.00,3379310.17,19.26,3977964.38,12.81,82.47,69.65,377.22,0.00,5.23,0.00,0.00,518277.33,19.26,610091.60,3.49,73.15,79.00,50.00,0.00,50.00,50.00,0.00,50.00,69.65,377.22,69.65
195,4673,79.11,1183.08,72.37,50.00,0.00,50.00,50.00,0.00,78.00,70.73,1183.08,71.04,71.04,757.17,0.00,5.31,0.00,0.00,3782514.17,18.83,4467789.06,12.74,83.79,71.04,425.91,0.00,5.31,0.00,0.00,580115.83,18.83,685214.92,3.47,74.52,76.00,50.00,0.00,50.00,50.00,0.00,50.00,71.04,425.91,71.04
195,4674,80.45,1178.37,73.52,50.00,0.00,50.00,50.00,0.00,78.00,72.37,1178.37,72.69,72.69,754.16,0.00,5.40,0.00,0.00,3768467.05,18.33,4470102.77,12.80,85.49,72.69,424.21,0.00,5.40,0.00,0.00,577961.45,18.33,685569.77,3.49,76.18,74.00,50.00,0.00,50.00,50.00,0.00,50.00,72.69,424.21,72.69
195,4675,82.14,1213.70,75.13,50.00,0.00,50.00,50.00,0.00,78.00,73.52,1213.70,73.84,73.84,776.77,0.00,5.46,0.00,0.00,3873784.71,17.97,4609160.23,12.82,86.65,73.84,436.93,0.00,5.46,0.00,0.00,594113.79,17.97,706896.71,3.49,77.33,72.00,50.00,0.00,50.00,50.00,0.00,50.00,73.84,436.93,73.84
195,4676,83.30,992.73,75.30,50.00,0.00,50.00,50.00,0.00,78.00,75.13,992.73,75.44,75.44,635.35,0.00,5.55,0.00,0.00,3215051.64,17.48,3842626.99,13.06,88.50,75.44,357.38,0.00,5.55,0.00,0.00,493085.36,17.48,589335.20,3.56,79.00,70.00,50.00,0.00,50.00,50.00,0.00,50.00,75.44,357.38,75.44
195,4677,85.08,758.16,73.61,50.00,0.00,50.00,50.00,0.00,78.00,75.30,758.16,75.60,75.60,485.22,0.00,5.56,0.00,0.00,2515744.35,17.43,3008194.06,13.39,88.99,75.60,272.94,0.00,5.56,0.00,0.00,385834.15,17.43,461360.07,3.65,79.25,67.00,50.00,0.00,50.00,50.00,0.00,50.00,75.60,272.94,75.60
195,4678,85.48,634.69,71.90,50.00,0.00,50.00,50.00,0.00,78.00,73.61,634.69,73.90,73.90,406.20,-3207.61,5.47,-2620.95,-0.01,2144454.51,17.95,2551991.71,13.57,87.46,73.90,228.49,-491.94,5.47,-401.97,-0.00,328890.24,17.95,391393.32,3.70,77.60,64.00,50.00,0.00,50.00,50.00,0.00,50.00,73.90,228.49,73.90
195,4679,83.91,570.00,69.77,50.00,0.00,50.00,50.00,0.00,78.00,71.90,570.00,72.18,72.18,364.80,0.00,5.37,0.00,0.00,696184.10,18.48,824707.89,4.88,77.07,72.18,205.20,0.00,5.37,0.00,0.00,106772.21,18.48,126483.63,1.33,73.51,62.00,50.00,0.00,50.00,50.00,0.00,50.00,72.18,205.20,72.18
195,4680,75.79,570.00,63.64,50.00,0.00,50.00,50.00,0.00,78.00,69.77,570.00,70.05,70.05,364.80,0.00,5.26,0.00,0.00,596645.27,19.14,703020.75,4.16,74.22,70.05,205.20,0.00,5.26,0.00,0.00,91506.17,19.14,107820.74,1.13,71.19,59.00,50.00,0.00,50.00,50.00,0.00,50.00,70.05,205.20,70.05
196,4681,73.13,570.00,61.89,50.00,0.00,50.00,50.00,0.00,78.00,63.64,570.00,63.93,63.93,364.80,0.00,4.92,0.00,0.00,524084.88,21.02,609144.24,3.61,67.53,63.93,205.20,0.00,4.92,0.00,0.00,80377.74,21.02,93423.10,0.98,64.91,61.00,50.00,0.00,50.00,50.00,0.00,50.00,63.93,205.20,63.93
196,4682,66.59,570.00,57.86,50.00,0.00,50.00,50.00,0.00,78.00,61.89,570.00,62.18,62.18,364.80,0.00,4.83,0.00,0.00,541473.80,21.56,627160.44,3.71,65.89,62.18,205.20,0.00,4.83,0.00,0.00,83044.64,21.56,96186.21,1.01,63.19,59.00,50.00,0.00,50.00,50.00,0.00,50.00,62.18,205.20,62.18
196,4683,64.92,570.00,56.85,50.00,0.00,50.00,50.00,0.00,78.00,57.86,570.00,58.14,58.14,364.80,0.00,4.60,0.00,0.00,525076.39,22.80,603648.16,3.57,61.72,58.14,205.20,0.00,4.60,0.00,0.00,80529.80,22.80,92580.18,0.97,59.12,58.00,50.00,0.00,50.00,50.00,0.00,50.00,58.14,205.20,58.14
196,4684,60.78,570.00,55.28,50.00,0.00,50.00,50.00,0.00,78.00,56.85,570.00,57.13,57.13,364.80,0.00,4.55,0.00,0.00,525372.53,23.11,602930.52,3.57,60.70,57.13,205.20,0.00,4.55,0.00,0.00,80575.22,23.11,92470.12,0.97,58.11,56.00,50.00,0.00,50.00,50.00,0.00,50.00,57.13,205.20,57.13
196,4685,59.77,570.00,54.89,50.00,0.00,50.00,50.00,0.00,78.00,55.28,570.00,55.56,55.56,364.80,0.00,4.46,0.00,0.00,543168.19,23.60,621711.72,3.68,59.24,55.56,205.20,0.00,4.46,0.00,0.00,83304.50,23.60,95350.55,1.00,56.57,56.00,50.00,0.00,50.00,50.00,0.00,50.00,55.56,205.20,55.56
196,4686,58.28,570.00,54.33,50.00,0.00,50.00,50.00,0.00,78.00,54.89,570.00,55.18,55.18,364.80,0.00,4.44,0.00,0.00,582530.57,23.71,666345.08,3.95,59.12,55.18,205.20,0.00,4.44,0.00,0.00,89341.43,23.71,102195.87,1.08,56.25,56.00,50.00,0.00,50.00,50.00,0.00,50.00,55.18,205.20,55.18
196,4687,58.09,570.00,54.25,50.00,0.00,50.00,50.00,0.00,78.00,54.33,570.00,54.61,54.61,364.80,0.00,4.41,0.00,0.00,1045190.99,23.89,1194478.63,7.07,61.69,54.61,205.20,0.00,4.41,0.00,0.00,160298.63,23.89,183194.55,1.93,56.54,60.00,50.00,0.00,50.00,50.00,0.00,50.00,54.61,205.20,54.61
196,4688,59.83,1407.24,57.91,50.00,0.00,50.00,50.00,0.00,78.00,54.25,1407.24,54.57,54.57,900.64,0.00,4.41,0.00,0.00,4450784.96,23.90,5086180.75,12.20,66.77,54.57,506.61,0.00,4.41,0.00,0.00,682607.04,23.90,780056.29,3.33,57.90,64.00,50.00,0.00,50.00,50.00,0.00,50.00,54.57,506.61,54.57
196,4689,63.58,1089.25,60.02,50.00,0.00,50.00,50.00,0.00,78.00,57.91,1089.25,58.22,58.22,697.12,-8188.74,4.61,-6411.76,-0.02,3494591.27,22.78,4018049.63,12.45,70.65,58.22,392.13,-1255.89,4.61,-983.36,-0.01,535957.73,22.78,616239.38,3.39,61.61,64.00,50.00,0.00,50.00,50.00,0.00,50.00,58.22,392.13,58.22
196,4690,67.39,937.56,62.15,50.00,0.00,50.00,50.00,0.00,78.00,60.02,937.56,60.33,60.33,600.04,0.00,4.72,0.00,0.00,3050561.40,22.13,3520890.17,12.67,73.00,60.33,337.52,0.00,4.72,0.00,0.00,467857.85,22.13,539991.14,3.46,63.78,66.00,50.00,0.00,50.00,50.00,0.00,50.00,60.33,337.52,60.33
196,4691,69.68,946.77,63.84,50.00,0.00,50.00,50.00,0.00,78.00,62.15,946.77,62.46,62.46,605.93,0.00,4.84,0.00,0.00,3078029.43,21.47,3567129.69,12.71,75.18,62.46,340.84,0.00,4.84,0.00,0.00,472070.57,21.47,547082.79,3.47,65.93,69.00,50.00,0.00,50.00,50.00,0.00,50.00,62.46,340.84,62.46
196,4692,71.85,991.21,65.61,50.00,0.00,50.00,50.00,0.00,78.00,63.84,991.21,64.15,64.15,634.37,0.00,4.93,0.00,0.00,3210501.06,20.95,3733275.00,12.71,76.86,64.15,356.83,0.00,4.93,0.00,0.00,492387.45,20.95,572564.13,3.47,67.61,70.00,50.00,0.00,50.00,50.00,0.00,50.00,64.15,356.83,64.15
196,4693,73.53,978.75,66.74,50.00,0.00,50.00,50.00,0.00,78.00,65.61,978.75,65.92,65.92,626.40,0.00,5.03,0.00,0.00,3173365.24,20.41,3703913.67,12.77,78.69,65.92,352.35,0.00,5.03,0.00,0.00,486692.01,20.41,568061.05,3.48,69.41,72.00,50.00,0.00,50.00,50.00,0.00,50.00,65.92,352.35,65.92
196,4694,75.35,994.77,68.17,50.00,0.00,50.00,50.00,0.00,78.00,66.74,994.77,67.05,67.05,636.65,0.00,5.09,0.00,0.00,3221133.83,20.06,3768997.89,12.79,79.84,67.05,358.12,0.00,5.09,0.00,0.00,494018.17,20.06,578042.87,3.49,70.54,72.00,50.00,0.00,50.00,50.00,0.00,50.00,67.05,358.12,67.05
196,4695,76.49,1025.72,69.34,50.00,0.00,50.00,50.00,0.00,78.00,68.17,1025.72,68.48,68.48,656.46,0.00,5.17,0.00,0.00,3313380.86,19.62,3889550.87,12.80,81.28,68.48,369.26,0.00,5.17,0.00,0.00,508165.89,19.62,596531.81,3.49,71.97,71.00,50.00,0.00,50.00,50.00,0.00,50.00,68.48,369.26,68.48
196,4696,77.93,1047.83,70.73,50.00,0.00,50.00,50.00,0.00,78.00,69.34,1047.83,69.65,69.65,670.61,0.00,5.23,0.00,0.00,3379310.17,19.26,3977964.38,12.81,82.47,69.65,377.22,0.00,5.23,0.00,0.00,518277.33,19.26,610091.60,3.49,73.15,74.00,50.00,0.00,50.00,50.00,0.00,50.00,69.65,377.22,69.65
196,4697,79.11,1183.08,72.37,50.00,0.00,50.00,50.00,0.00,78.00,70.73,1183.08,71.04,71.04,757.17,0.00,5.31,0.00,0.00,3782514.17,18.83,4467789.06,12.74,83.79,71.04,425.91,0.00,5.31,0.00,0.00,580115.83,18.83,685214.92,3.47,74.52,74.00,50.00,0.00,50.00,50.00,0.00,50.00,71.04,425.91,71.04
196,4698,80.45,1178.37,73.52,50.00,0.00,50.00,50.00,0.00,78.00,72.37,1178.37,72.69,72.69,754.16,0.00,5.40,0.00,0.00,3768467.05,18.33,4470102.77,12.80,85.49,72.69,424.21,0.00,5.40,0.00,0.00,577961.45,18.33,685569.77,3.49,76.18,73.00,50.00,0.00,50.00,50.00,0.00,50.00,72.69,424.21,72.69
196,4699,82.14,1213.70,75.13,50.00,0.00,50.00,50.00,0.00,78.00,73.52,1213.70,73.84,73.84,776.77,0.00,5.46,0.00,0.00,3873784.71,17.97,4609160.23,12.82,86.65,73.84,436.93,0.00,5.46,0.00,0.00,594113.79,17.97,706896.71,3.49,77.33,71.00,50.00,0.00,50.00,50.00,0.00,50.00,73.84,436.93,73.84
196,4700,83.30,992.73,75.30,50.00,0.00,50.00,50.00,0.00,78.00,75.13,992.73,75.44,75.44,635.35,0.00,5.55,0.00,0.00,3215051.64,17.48,3842626.99,13.06,88.50,75.44,357.38,0.00,5.55,0.00,0.00,493085.36,17.48,589335.20,3.56,79.00,68.00,50.00,0.00,50.00,50.00,0.00,50.00,75.44,357.38,75.44
196,4701,85.08,758.16,73.61,50.00,0.00,50.00,50.00,0.00,78.00,75.30,758.16,75.60,75.60,485.22,0.00,5.56,0.00,0.00,2515744.35,17.43,3008194.06,13.39,88.99,75.60,272.94,0.00,5.56,0.00,0.00,385834.15,17.43,461360.07,3.65,79.25,66.00,50.00,0.00,50.00,50.00,0.00,50.00,75.60,272.94,75.60
196,4702,85.48,634.69,71.90,50.00,0.00,50.00,50.00,0.00,78.00,73.61,634.69,73.90,73.90,406.20,-3207.61,5.47,-2620.95,-0.01,2144454.51,17.95,2551991.71,13.57,87.46,73.90,228.49,-491.94,5.47,-401.97,-0.00,328890.24,17.95,391393.32,3.70,77.60,64.00,50.00,0.00,50.00,50.00,0.00,50.00,73.90,228.49,73.90
196,4703,83.91,570.00,69.77,50.00,0.00,50.00,50.00,0.00,78.00,71.90,570.00,72.18,72.18,364.80,0.00,5.37,0.00,0.00,696184.10,18.48,824707.89,4.88,77.07,72.18,205.20,0.00,5.37,0.00,0.00,106772.21,18.48,126483.63,1.33,73.51,62.00,50.00,0.00,50.00,50.00,0.00,50.00,72.18,205.20,72.18
196,4704,75.79,570.00,63.64,50.00,0.00,50.00,50.00,0.00,78.00,69.77,570.00,70.05,70.05,364.80,0.00,5.26,0.00,0.00,596645.27,19.14,703020.75,4.16,74.22,70.05,205.20,0.00,5.26,0.00,0.00,91506.17,19.14,107820.74,1.13,71.19,59.00,50.00,0.00,50.00,50.00,0.00,50.00,70.05,205.20,70.05
197,4705,73.13,570.00,61.89,50.00,0.00,50.00,50.00,0.00,78.00,63.64,570.00,63.93,63.93,364.80,0.00,4.92,0.00,0.00,484001.19,21.02,562554.93,3.33,67.26,63.93,205.20,0.00,4.92,0.00,0.00,74230.19,21.02,86277.81,0.91,64.83,60.00,50.00,0.00,50.00,50.00,0.00,50.00,63.93,205.20,63.93
197,4706,66.38,570.00,57.73,50.00,0.00,50.00,50.00,0.00,78.00,61.89,570.00,62.18,62.18,364.80,0.00,4.83,0.00,0.00,533941.89,21.56,618436.63,3.66,65.84,62.18,205.20,0.00,4.83,0.00,0.00,81889.49,21.56,94848.26,1.00,63.17,59.00,50.00,0.00,50.00,50.00,0.00,50.00,62.18,205.20,62.18
197,4707,64.88,570.00,56.83,50.00,0.00,50.00,50.00,0.00,78.00,57.73,570.00,58.02,58.02,364.80,0.00,4.60,0.00,0.00,519202.82,22.84,596764.27,3.53,61.55,58.02,205.20,0.00,4.60,0.00,0.00,79628.99,22.84,91524.42,0.96,58.98,58.00,50.00,0.00,50.00,50.00,0.00,50.00,58.02,205.20,58.02
197,4708,60.63,570.00,55.22,50.00,0.00,50.00,50.00,0.00,78.00,56.83,570.00,57.12,57.12,364.80,0.00,4.55,0.00,0.00,515074.97,23.12,591098.13,3.50,60.62,57.12,205.20,0.00,4.55,0.00,0.00,78995.91,23.12,90655.41,0.95,58.07,57.00,50.00,0.00,50.00,50.00,0.00,50.00,57.12,205.20,57.12
197,4709,59.70,570.00,54.87,50.00,0.00,50.00,50.00,0.00,78.00,55.22,570.00,55.50,55.50,364.80,0.00,4.46,0.00,0.00,525621.63,23.61,601569.35,3.56,59.07,55.50,205.20,0.00,4.46,0.00,0.00,80613.43,23.61,92261.36,0.97,56.48,57.00,50.00,0.00,50.00,50.00,0.00,50.00,55.50,205.20,55.50
197,4710,58.13,570.00,54.27,50.00,0.00,50.00,50.00,0.00,78.00,54.87,570.00,55.15,55.15,364.80,0.00,4.44,0.00,0.00,575008.64,23.72,657713.91,3.89,59.05,55.15,205.20,0.00,4.44,0.00,0.00,88187.80,23.72,100872.13,1.06,56.22,57.00,50.00,0.00,50.00,50.00,0.00,50.00,55.15,205.20,55.15
197,4711,58.03,570.00,54.23,50.00,0.00,50.00,50.00,0.00,78.00,54.27,570.00,54.56,54.56,364.80,0.00,4.41,0.00,0.00,1023191.62,23.91,1169231.92,6.92,61.48,54.56,205.20,0.00,4.41,0.00,0.00,156924.63,23.91,179322.51,1.89,56.45,60.00,50.00,0.00,50.00,50.00,0.00,50.00,54.56,205.20,54.56
197,4712,59.67,626.00,55.17,50.00,0.00,50.00,50.00,0.00,78.00,54.23,626.00,54.52,54.52,400.64,0.00,4.41,0.00,0.00,2121761.18,23.92,2424463.16,13.07,67.59,54.52,225.36,0.00,4.41,0.00,0.00,325409.82,23.92,371834.55,3.56,58.09,65.00,50.00,0.00,50.00,50.00,0.00,50.00,54.52,225.36,54.52
197,4713,64.17,1561.63,61.49,50.00,0.00,50.00,50.00,0.00,78.00,55.17,1561.63,55.49,55.49,999.44,0.00,4.46,0.00,0.00,4911039.27,23.62,5620536.52,12.15,67.64,55.49,562.19,0.00,4.46,0.00,0.00,753195.23,23.62,862009.25,3.31,58.81,70.00,50.00,0.00,50.00,50.00,0.00,50.00,55.49,562.19,55.49
197,4714,64.46,985.83,60.39,50.00,0.00,50.00,50.00,0.00,78.00,61.49,985.83,61.80,61.80,630.93,0.00,4.80,0.00,0.00,3194486.22,21.68,3697303.84,12.66,74.46,61.80,354.90,0.00,4.80,0.00,0.00,489931.28,21.68,567047.31,3.45,65.25,72.00,50.00,0.00,50.00,50.00,0.00,50.00,61.80,354.90,61.80
197,4715,71.14,894.54,64.27,50.00,0.00,50.00,50.00,0.00,78.00,60.39,894.54,60.70,60.70,572.50,0.00,4.74,0.00,0.00,2922308.08,22.01,3375232.87,12.73,73.44,60.70,322.03,0.00,4.74,0.00,0.00,448187.93,22.01,517652.00,3.47,64.17,76.00,50.00,0.00,50.00,50.00,0.00,50.00,60.70,322.03,60.70
197,4716,70.10,931.47,63.96,50.00,0.00,50.00,50.00,0.00,78.00,64.27,931.47,64.58,64.58,596.14,0.00,4.96,0.00,0.00,3032421.48,20.82,3529351.19,12.79,77.37,64.58,335.33,0.00,4.96,0.00,0.00,465075.77,20.82,541288.78,3.49,68.07,80.00,50.00,0.00,50.00,50.00,0.00,50.00,64.58,335.33,64.58
197,4717,74.02,953.18,66.93,50.00,0.00,50.00,50.00,0.00,78.00,63.96,953.18,64.27,64.27,610.04,0.00,4.94,0.00,0.00,3097137.61,20.92,3602373.37,12.75,77.03,64.27,343.14,0.00,4.94,0.00,0.00,475001.14,20.92,552488.04,3.48,67.75,82.00,50.00,0.00,50.00,50.00,0.00,50.00,64.27,343.14,64.27
197,4718,73.69,953.69,66.70,50.00,0.00,50.00,50.00,0.00,78.00,66.93,953.69,67.24,67.24,610.36,0.00,5.10,0.00,0.00,3098646.67,20.00,3627168.53,12.84,80.07,67.24,343.33,0.00,5.10,0.00,0.00,475232.58,20.00,556290.81,3.50,70.74,82.00,50.00,0.00,50.00,50.00,0.00,50.00,67.24,343.33,67.24
197,4719,76.71,985.16,69.34,50.00,0.00,50.00,50.00,0.00,78.00,66.70,985.16,67.01,67.01,630.50,0.00,5.09,0.00,0.00,3192484.69,20.07,3735141.17,12.79,79.81,67.01,354.66,0.00,5.09,0.00,0.00,489624.31,20.07,572850.34,3.49,70.50,77.00,50.00,0.00,50.00,50.00,0.00,50.00,67.01,354.66,67.01
197,4720,76.46,1003.93,69.21,50.00,0.00,50.00,50.00,0.00,78.00,69.34,1003.93,69.66,69.66,642.51,0.00,5.24,0.00,0.00,3248427.81,19.26,3823915.71,12.85,82.51,69.66,361.41,0.00,5.24,0.00,0.00,498204.19,19.26,586465.49,3.50,73.16,82.00,50.00,0.00,50.00,50.00,0.00,50.00,69.66,361.41,69.66
197,4721,79.14,1097.91,72.03,50.00,0.00,50.00,50.00,0.00,78.00,69.21,1097.91,69.52,69.52,702.66,0.00,5.23,0.00,0.00,3528615.76,19.30,4152389.93,12.76,82.28,69.52,395.25,0.00,5.23,0.00,0.00,541175.99,19.30,636842.86,3.48,73.00,84.00,50.00,0.00,50.00,50.00,0.00,50.00,69.52,395.25,69.52
197,4722,78.94,1118.20,71.94,50.00,0.00,50.00,50.00,0.00,78.00,72.03,1118.20,72.34,72.34,715.65,0.00,5.38,0.00,0.00,3589088.01,18.43,4253462.39,12.84,85.18,72.34,402.55,0.00,5.38,0.00,0.00,550450.49,18.43,652344.12,3.50,75.84,81.00,50.00,0.00,50.00,50.00,0.00,50.00,72.34,402.55,72.34
197,4723,81.82,1175.59,74.70,50.00,0.00,50.00,50.00,0.00,78.00,71.94,1175.59,72.26,72.26,752.38,0.00,5.38,0.00,0.00,3760183.04,18.46,4455210.99,12.79,85.05,72.26,423.21,0.00,5.38,0.00,0.00,576690.96,18.46,683285.85,3.49,75.74,79.00,50.00,0.00,50.00,50.00,0.00,50.00,72.26,423.21,72.26
